#node	identifier	category	term ID	term description
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0000081	Reproductive system
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0000083	Female reproductive system
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0000142	Brain
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0000227	Central nervous system
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0000282	Head
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0001421	Uterine cervix
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0001424	Uterus
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0001484	Nervous system
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0001489	Whole body
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0003091	Urogenital system
AAGAB	9606.ENSP00000261880	TISSUES	BTO:0003099	Internal female genital organ
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0003923	Bone density
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0004302	Anthropometric measurement
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0004308	Leukocyte count
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0004324	Body weights and measures
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0004342	Waist circumference
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0004343	Waist-hip ratio
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0004503	Hematological measurement
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0004512	Bone measurement
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0004516	Bone fracture related measurement
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0004586	Complete blood cell count
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0004842	Eosinophil count
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0007788	BMI-adjusted waist-hip ratio
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0007789	BMI-adjusted waist circumference
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0007861	Body ratio measurement
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0007987	Granulocyte count
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0007988	Myeloid white cell count
AAGAB	9606.ENSP00000261880	Monarch HPO	EFO:0007991	Eosinophil percentage of leukocytes
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0000077	Abnormality of the kidney
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0000079	Abnormality of the urinary system
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0000118	Phenotypic abnormality
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0000119	Abnormality of the genitourinary system
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0000769	Abnormality of the breast
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0000951	Abnormality of the skin
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0000962	Hyperkeratosis
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0000972	Palmoplantar hyperkeratosis
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0000982	Palmoplantar keratoderma
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0001072	Thickened skin
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0001155	Abnormality of the hand
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0001574	Abnormality of the integument
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0001597	Abnormality of the nail
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0001732	Abnormality of the pancreas
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0001760	Abnormal foot morphology
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0001871	Abnormality of blood and blood-forming tissues
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0002012	Abnormality of the abdominal organs
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0002242	Abnormal intestine morphology
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0002250	Abnormal large intestine morphology
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0002664	Neoplasm
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0002665	Lymphoma
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0002814	Abnormality of the lower limb
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0002817	Abnormality of the upper limb
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0002862	Bladder carcinoma
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0002894	Neoplasm of the pancreas
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0003002	Breast carcinoma
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0003003	Colon cancer
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0004377	Hematological neoplasm
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0005584	Renal cell carcinoma
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0006740	Transitional cell carcinoma of the bladder
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0007378	Neoplasm of the gastrointestinal tract
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0007379	Neoplasm of the genitourinary tract
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0007530	Punctate palmoplantar hyperkeratosis
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0007556	Plantar hyperkeratosis
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0009725	Bladder neoplasm
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0009726	Renal neoplasm
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0010765	Palmar hyperkeratosis
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0010786	Urinary tract neoplasm
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0011024	Abnormality of the gastrointestinal tract
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0011121	Abnormality of skin morphology
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0011124	Abnormal epidermal morphology
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0011356	Regional abnormality of skin
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0011368	Epidermal thickening
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0011793	Neoplasm by anatomical site
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0012189	Hodgkin lymphoma
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0012718	Morphological abnormality of the gastrointestinal tract
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0025031	Abnormality of the digestive system
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0025092	Epidermal acanthosis
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0025114	Hypergranulosis
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0031093	Abnormal breast morphology
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0040064	Abnormality of limbs
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0040162	Orthokeratosis
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0040211	Abnormal skin morphology of the palm
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0100013	Neoplasm of the breast
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0100273	Neoplasm of the colon
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0100834	Neoplasm of the large intestine
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0100871	Abnormality of the palm
AAGAB	9606.ENSP00000261880	Monarch HPO	HP:0100872	Abnormality of the plantar skin of foot
AAGAB	9606.ENSP00000261880	UniProt Keywords	KW-0025	Alternative splicing
AAGAB	9606.ENSP00000261880	UniProt Keywords	KW-0597	Phosphoprotein
AAGAB	9606.ENSP00000261880	UniProt Keywords	KW-0621	Polymorphism
AAGAB	9606.ENSP00000261880	UniProt Keywords	KW-0653	Protein transport
AAGAB	9606.ENSP00000261880	UniProt Keywords	KW-0813	Transport
AAGAB	9606.ENSP00000261880	UniProt Keywords	KW-0963	Cytoplasm
AAGAB	9606.ENSP00000261880	UniProt Keywords	KW-1007	Palmoplantar keratoderma
AAGAB	9606.ENSP00000261880	UniProt Keywords	KW-9995	Disease
AAGAB	9606.ENSP00000261880	Pfam	PF10199	Alpha and gamma adaptin binding protein p34
AAGAB	9606.ENSP00000261880	InterPro	IPR019341	Alpha/gamma-adaptin-binding protein p34
ABHD17A	9606.ENSP00000250974	GO Process	GO:0002084	Protein depalmitoylation
ABHD17A	9606.ENSP00000250974	GO Process	GO:0006464	Cellular protein modification process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0006497	Protein lipidation
ABHD17A	9606.ENSP00000250974	GO Process	GO:0006807	Nitrogen compound metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0008104	Protein localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0008152	Metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0009056	Catabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0009057	Macromolecule catabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0009058	Biosynthetic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0009059	Macromolecule biosynthetic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0009987	Cellular process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0018345	Protein palmitoylation
ABHD17A	9606.ENSP00000250974	GO Process	GO:0019538	Protein metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0030163	Protein catabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0032879	Regulation of localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0032880	Regulation of protein localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0033036	Macromolecule localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0034613	Cellular protein localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0034645	Cellular macromolecule biosynthetic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0035601	Protein deacylation
ABHD17A	9606.ENSP00000250974	GO Process	GO:0036211	Protein modification process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0042157	Lipoprotein metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0042158	Lipoprotein biosynthetic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0042159	Lipoprotein catabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0043170	Macromolecule metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0043412	Macromolecule modification
ABHD17A	9606.ENSP00000250974	GO Process	GO:0043543	Protein acylation
ABHD17A	9606.ENSP00000250974	GO Process	GO:0044237	Cellular metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0044238	Primary metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0044249	Cellular biosynthetic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0044260	Cellular macromolecule metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0044267	Cellular protein metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0048518	Positive regulation of biological process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0048519	Negative regulation of biological process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0048522	Positive regulation of cellular process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0048523	Negative regulation of cellular process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0050789	Regulation of biological process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0050794	Regulation of cellular process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0050803	Regulation of synapse structure or activity
ABHD17A	9606.ENSP00000250974	GO Process	GO:0050807	Regulation of synapse organization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0051128	Regulation of cellular component organization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0051179	Localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0051641	Cellular localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0060341	Regulation of cellular localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0065007	Biological regulation
ABHD17A	9606.ENSP00000250974	GO Process	GO:0065008	Regulation of biological quality
ABHD17A	9606.ENSP00000250974	GO Process	GO:0070727	Cellular macromolecule localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:0071704	Organic substance metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:0072657	Protein localization to membrane
ABHD17A	9606.ENSP00000250974	GO Process	GO:0098732	Macromolecule deacylation
ABHD17A	9606.ENSP00000250974	GO Process	GO:0098734	Macromolecule depalmitoylation
ABHD17A	9606.ENSP00000250974	GO Process	GO:0099175	Regulation of postsynapse organization
ABHD17A	9606.ENSP00000250974	GO Process	GO:1901564	Organonitrogen compound metabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:1901565	Organonitrogen compound catabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:1901575	Organic substance catabolic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:1901576	Organic substance biosynthetic process
ABHD17A	9606.ENSP00000250974	GO Process	GO:1902816	Regulation of protein localization to microtubule
ABHD17A	9606.ENSP00000250974	GO Process	GO:1902817	Negative regulation of protein localization to microtubule
ABHD17A	9606.ENSP00000250974	GO Process	GO:1903827	Regulation of cellular protein localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:1903828	Negative regulation of cellular protein localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:1903829	Positive regulation of cellular protein localization
ABHD17A	9606.ENSP00000250974	GO Process	GO:1905666	Regulation of protein localization to endosome
ABHD17A	9606.ENSP00000250974	GO Process	GO:1905668	Positive regulation of protein localization to endosome
ABHD17A	9606.ENSP00000250974	GO Function	GO:0003824	Catalytic activity
ABHD17A	9606.ENSP00000250974	GO Function	GO:0008474	Palmitoyl-(protein) hydrolase activity
ABHD17A	9606.ENSP00000250974	GO Function	GO:0016787	Hydrolase activity
ABHD17A	9606.ENSP00000250974	GO Function	GO:0016788	Hydrolase activity, acting on ester bonds
ABHD17A	9606.ENSP00000250974	GO Function	GO:0016790	Thiolester hydrolase activity
ABHD17A	9606.ENSP00000250974	GO Function	GO:0098599	Palmitoyl hydrolase activity
ABHD17A	9606.ENSP00000250974	GO Function	GO:0140096	Catalytic activity, acting on a protein
ABHD17A	9606.ENSP00000250974	GO Component	GO:0005622	Intracellular
ABHD17A	9606.ENSP00000250974	GO Component	GO:0005737	Cytoplasm
ABHD17A	9606.ENSP00000250974	GO Component	GO:0005768	Endosome
ABHD17A	9606.ENSP00000250974	GO Component	GO:0005886	Plasma membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0010008	Endosome membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0012505	Endomembrane system
ABHD17A	9606.ENSP00000250974	GO Component	GO:0014069	Postsynaptic density
ABHD17A	9606.ENSP00000250974	GO Component	GO:0016020	Membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0030054	Cell junction
ABHD17A	9606.ENSP00000250974	GO Component	GO:0030425	Dendrite
ABHD17A	9606.ENSP00000250974	GO Component	GO:0031090	Organelle membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0031224	Intrinsic component of membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0031225	Anchored component of membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0031226	Intrinsic component of plasma membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0031300	Intrinsic component of organelle membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0031302	Intrinsic component of endosome membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0031410	Cytoplasmic vesicle
ABHD17A	9606.ENSP00000250974	GO Component	GO:0031982	Vesicle
ABHD17A	9606.ENSP00000250974	GO Component	GO:0032279	Asymmetric synapse
ABHD17A	9606.ENSP00000250974	GO Component	GO:0036477	Somatodendritic compartment
ABHD17A	9606.ENSP00000250974	GO Component	GO:0042995	Cell projection
ABHD17A	9606.ENSP00000250974	GO Component	GO:0043005	Neuron projection
ABHD17A	9606.ENSP00000250974	GO Component	GO:0043197	Dendritic spine
ABHD17A	9606.ENSP00000250974	GO Component	GO:0043226	Organelle
ABHD17A	9606.ENSP00000250974	GO Component	GO:0043227	Membrane-bounded organelle
ABHD17A	9606.ENSP00000250974	GO Component	GO:0043229	Intracellular organelle
ABHD17A	9606.ENSP00000250974	GO Component	GO:0044309	Neuron spine
ABHD17A	9606.ENSP00000250974	GO Component	GO:0045202	Synapse
ABHD17A	9606.ENSP00000250974	GO Component	GO:0045211	Postsynaptic membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0046658	Anchored component of plasma membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0055037	Recycling endosome
ABHD17A	9606.ENSP00000250974	GO Component	GO:0055038	Recycling endosome membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0071944	Cell periphery
ABHD17A	9606.ENSP00000250974	GO Component	GO:0097060	Synaptic membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0097447	Dendritic tree
ABHD17A	9606.ENSP00000250974	GO Component	GO:0097708	Intracellular vesicle
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098588	Bounding membrane of organelle
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098590	Plasma membrane region
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098794	Postsynapse
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098805	Whole membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098837	Postsynaptic recycling endosome
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098839	Postsynaptic density membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098845	Postsynaptic endosome
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098895	Postsynaptic endosome membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098936	Intrinsic component of postsynaptic membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098944	Postsynaptic recycling endosome membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098948	Intrinsic component of postsynaptic specialization membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098949	Intrinsic component of postsynaptic endosome membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098951	Intrinsic component of postsynaptic recycling endosome membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098978	Glutamatergic synapse
ABHD17A	9606.ENSP00000250974	GO Component	GO:0098984	Neuron to neuron synapse
ABHD17A	9606.ENSP00000250974	GO Component	GO:0099025	Anchored component of postsynaptic membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0099030	Anchored component of postsynaptic specialization membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0099031	Anchored component of postsynaptic density membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0099033	Anchored component of postsynaptic recycling endosome membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0099034	Anchored component of postsynaptic endosome membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0099144	Anchored component of synaptic membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0099146	Intrinsic component of postsynaptic density membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0099240	Intrinsic component of synaptic membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0099572	Postsynaptic specialization
ABHD17A	9606.ENSP00000250974	GO Component	GO:0099634	Postsynaptic specialization membrane
ABHD17A	9606.ENSP00000250974	GO Component	GO:0110165	Cellular anatomical entity
ABHD17A	9606.ENSP00000250974	GO Component	GO:0120025	Plasma membrane bounded cell projection
ABHD17A	9606.ENSP00000250974	STRING clusters	CL:11280	Mixed, incl. septin cytoskeleton, and carboxyterminal post-translational modifications of tubulin
ABHD17A	9606.ENSP00000250974	STRING clusters	CL:11281	Mixed, incl. septin cytoskeleton, and 22q11.2 copy number variation syndrome
ABHD17A	9606.ENSP00000250974	STRING clusters	CL:11381	Mixed, incl. exonuclease, rnase t/dna polymerase iii, and digeorge syndrome critical region 6 (dgcr6) protein
ABHD17A	9606.ENSP00000250974	STRING clusters	CL:11416	Mixed, incl. rna exonuclease 1-like, exonuclease domain, and rna exonuclease 4
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000042	Animal
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000142	Brain
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000146	Brain stem
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000174	Embryonic structure
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000227	Central nervous system
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000282	Head
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000284	Organism form
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000379	Embryo
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000570	Hematopoietic system
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000672	Hindbrain
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0000753	Lymphoid tissue
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0001281	Spleen
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0001484	Nervous system
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0001489	Whole body
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0001491	Viscus
ABHD17A	9606.ENSP00000250974	TISSUES	BTO:0005810	Immune system
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0005622	Intracellular
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0005737	Cytoplasm
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0005768	Endosome
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0005886	Plasma membrane
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0010008	Endosome membrane
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0012505	Endomembrane system
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0016020	Membrane
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0031090	Organelle membrane
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0031410	Cytoplasmic vesicle
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0031982	Vesicle
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0043226	Organelle
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0043229	Intracellular organelle
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0071944	Cell periphery
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0098588	Bounding membrane of organelle
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0098805	Whole membrane
ABHD17A	9606.ENSP00000250974	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
ABHD17A	9606.ENSP00000250974	Pfam	PF01738	Dienelactone hydrolase family
ABHD17A	9606.ENSP00000250974	Pfam	PF12146	Serine aminopeptidase, S33
ABHD17A	9606.ENSP00000250974	Pfam	PF12695	Alpha/beta hydrolase family
ABHD17A	9606.ENSP00000250974	InterPro	IPR029058	Alpha/Beta hydrolase fold
AKAP17A	9606.ENSP00000324827	GO Process	GO:0001775	Cell activation
AKAP17A	9606.ENSP00000324827	GO Process	GO:0002376	Immune system process
AKAP17A	9606.ENSP00000324827	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
AKAP17A	9606.ENSP00000324827	GO Process	GO:0006355	Regulation of transcription, dna-templated
AKAP17A	9606.ENSP00000324827	GO Process	GO:0006396	RNA processing
AKAP17A	9606.ENSP00000324827	GO Process	GO:0006397	mRNA processing
AKAP17A	9606.ENSP00000324827	GO Process	GO:0006725	Cellular aromatic compound metabolic process
AKAP17A	9606.ENSP00000324827	GO Process	GO:0006807	Nitrogen compound metabolic process
AKAP17A	9606.ENSP00000324827	GO Process	GO:0007154	Cell communication
AKAP17A	9606.ENSP00000324827	GO Process	GO:0007165	Signal transduction
AKAP17A	9606.ENSP00000324827	GO Process	GO:0008152	Metabolic process
